04-07 13:18,6023900953,寻找rainbow姑娘,0,道歉有用，要法律干嘛？,https://tva2.sinaimg.cn/crop.0.0.1342.1342.180/006zFFONjw8fagbs3fktmj311a11aaes.jpg
03-21 22:21,3237954852,李志贤LOVE,0,黑心,https://tva3.sinaimg.cn/crop.0.0.664.664.180/c0ff4524jw8f8z2m63nkrj20ig0ig413.jpg
03-21 22:21,6167827192,时尚亿族,0,早知如此，，，,https://tvax1.sinaimg.cn/crop.0.0.664.664.180/006JpzBKly8fedky54v69j30ig0igaat.jpg
03-21 22:21,1296653700,毐庅,2,图片评论 ,https://tva1.sinaimg.cn/crop.1.0.1240.1240.180/4d495d84jw8f0vs8p6feej20yi0yg78h.jpg
03-21 22:21,1776943755,lorrbear,0,全西安市八百万人几乎所有人都拿命坐过电缆不合格的地铁你一句深深的忏悔就完了？,https://tva3.sinaimg.cn/crop.0.0.996.996.180/69ea028bjw8f9ba5a7zixj20ro0rogni.jpg
03-21 22:21,5048375750,疯人院董事,0,建设单位，监理单位，施工单位，材料供应商，任何一方负起责任就不会出现这个问题。,https://tvax4.sinaimg.cn/crop.0.0.1328.1328.180/005vEt9kly8fdarhqlasej310w10wdi9.jpg
03-21 22:20,5249663905,何须恼此生棱角,5,"回复<a href='https://m.weibo.cn/n/芹菜扮豆'>@芹菜扮豆</a>:嗯，我国，你可以滚了<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;""></span>",https://tva3.sinaimg.cn/crop.0.0.996.996.180/005Jh3otjw8fb94k1kv0sj30ro0ro400.jpg
03-21 22:20,1960471565,A-ken-Z,0,查查之前的辟谣吧。,https://tva3.sinaimg.cn/crop.0.0.180.180.180/74da6c0djw1e8qgp5bmzyj2050050aa8.jpg
03-21 22:20,3296218771,现实拼搏的奋斗,0,有用吗？发生这样的事我们监管部门，在当初为什么不材样，难道它们不知道吗？还是装不知道！,https://tva1.sinaimg.cn/crop.0.0.480.480.180/c4784e93jw8es1nv1scooj20dc0dc752.jpg
03-21 22:20,1785734217,SyberSyuu,0,这人好像吴秀波啊,https://tvax3.sinaimg.cn/crop.0.0.996.996.180/6a702449ly8fewl1vetarj20ro0rowhm.jpg
03-21 22:20,2486461620,---suntor---,1,这个背锅侠找的很专业，很敬业～～～～～,https://tvax4.sinaimg.cn/crop.0.0.664.664.180/943464b4ly8fdkh9u9pysj20ig0igdhb.jpg
03-21 22:20,1759291853,足坛杀马特,0,修理钢筋锅，磨剪子磨菜刀,https://tva1.sinaimg.cn/crop.0.0.180.180.180/68dca9cdjw1e8qgp5bmzyj2050050aa8.jpg
03-21 22:20,2721524933,一颗柠檬lemom,0,没有领导示意，他敢以次充好？,https://tva1.sinaimg.cn/crop.0.15.750.750.180/a2372cc5jw8f9vlvy5f2fj20ku0lpdgh.jpg
03-21 22:20,2758857041,搬砖家怎么,1,制毒的认罪道歉了，贩毒的呢？,https://tva4.sinaimg.cn/crop.0.0.1328.1328.180/a470d151jw8f6vb2dohp0j210w10wadn.jpg
03-21 22:20,1226102741,Miss好了,0,发现了就跪，行，骨头长得好，难怪吃得开,https://tvax2.sinaimg.cn/crop.0.0.1342.1342.180/4914d7d5ly8fe9ug4tox7j211a11aacw.jpg
03-21 22:19,1905121141,IMw1988,0,大家知道电缆那个标准吗？,https://tva1.sinaimg.cn/crop.496.84.744.744.180/718dd775jw1eb6ibnvpugj20yg0pudh6.jpg
03-21 22:19,3481199181,Forget_01,0,坐等西安政府谁下台,https://tva1.sinaimg.cn/crop.0.0.640.640.180/cf7ee24djw8euv5wznti8j20hs0hswff.jpg
03-21 22:19,3243218594,漫兮吾,0,社会良心，说不定哪天你的家人就在地铁里！商人唯利是图，不管人名生命安全！哎！这社会,https://tva2.sinaimg.cn/crop.0.0.720.720.180/c14f96a2jw8ei8ajspsf8j20k00k0q3y.jpg
03-21 22:19,1764579361,潘涛的微博,0,实名举报的那些关系户怎么不处理？难道是假的？,https://tva1.sinaimg.cn/crop.0.0.180.180.180/692d5821jw1e8qgp5bmzyj2050050aa8.jpg
03-21 22:18,2437104073,五好青年冯志远__,0,太高，够不到，不敢说，真是个悲剧,https://tva2.sinaimg.cn/crop.0.0.512.512.180/914341c9jw8elyqafea3lj20e80e8dg8.jpg
03-21 22:18,3115151541,瀏陽鄧先生,5,<a href='https://m.weibo.cn/n/suv电动尾门'>@suv电动尾门</a>:民主就不会出现这种事了？你连专制和专政都没搞清楚，犬什么犬？民主了还不都是中国人来当这个官？难道还能换个人吗？只要其中的利益还在这个东西就不能避免…唯一能解决的就是从制度上解决这个问题…新加坡专制国家也是亚洲最廉政的国家怎么说？印度民主国家亚洲贪腐最大的国家又怎么说,https://tva1.sinaimg.cn/crop.0.0.640.640.180/b9ad70b5jw8f0eik5nk8ej20hs0hs74w.jpg
03-21 22:18,2522838737,Undesirable,0,日本人吗？动不动就下跪道歉,https://tvax4.sinaimg.cn/crop.0.25.1242.1242.180/965f76d1ly8fdtm2hqp1uj20yi0zxmzp.jpg
03-21 22:18,3345402550,脱繮的野狗,0,"不倒几个官员没王法<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0d2bea3a7d.png"" style=""width:1em;height:1em;""></span> ",https://tva1.sinaimg.cn/crop.0.0.1480.1480.180/c766cab6jw8f0y8y9d6ovj2154154q5y.jpg
03-21 22:18,5361730179,我的兜儿兜儿,0,背过的高水平,https://tva4.sinaimg.cn/crop.0.0.996.996.180/005QRgX1jw8fbtdbu0u0vj30ro0rp769.jpg
03-21 22:18,2154684030,海豚998,0,这种大城市的形象工程，以次充好是自己砸自己的牌子，不知道什么原因让这家公司做这种蠢事,https://tva1.sinaimg.cn/crop.0.0.180.180.180/806dde7ejw1e8qgp5bmzyj2050050aa8.jpg
03-21 22:17,5268358760,菊褶子,7,回复<a href='https://m.weibo.cn/n/Snorphanee'>@Snorphanee</a>:说“你国”的人本身就传达着一种强烈的和我国划清界限的立场且又不能改变自身中国国籍的无力感。另外骂“请滚出中国”的人也只是表达自己想赶人但是又做不到的无力罢了。所以不妨就把他假设为外国友人吧。外国人说“你国”和“贵国”总有资格吧。,https://tva4.sinaimg.cn/crop.0.0.750.750.180/005KxuMojw8fc1ylknrbdj30ku0ku0tr.jpg
03-21 22:17,1948718244,读城印象,0,太假了,https://tva1.sinaimg.cn/crop.0.0.180.180.180/742714a4jw1e8qgp5bmzyj2050050aa8.jpg
03-21 22:17,2671293611,哇咔咔QQ糖,0,"我只想说修一公里地铁6.7个亿，修一条线300亿起步<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png"" style=""width:1em;height:1em;""></span>",https://tva2.sinaimg.cn/crop.14.0.721.721.180/9f38b4abjw8faa3p2mla3j20ku0k10tt.jpg
03-21 22:17,2761778457,两个人去宇宙ii,0,这个锅背的,https://tvax4.sinaimg.cn/crop.0.5.640.640.180/a49d6519ly8ffjqb2wzyyj20hs0i3wfy.jpg
03-21 22:17,3621115790,陈治赠,0,劣制电缆到底是如何通过招投标进入政府工程？这才是国人想知道的话题。,https://tva1.sinaimg.cn/crop.4.300.2038.2038.180/d7d5d78egw1e6zbta2lufj21kw23u7wi.jpg
03-21 22:17,1432719905,真是过分2010,5,"我以为这一跪可以获得愿谅并搏得一片喝彩，看这些回复，只能感叹你终究不是日本老板，跪了也没用。<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_huaixiao-bb5966dcc6.png"" style=""width:1em;height:1em;""></span>",https://tva2.sinaimg.cn/crop.1.1.206.206.180/55659221gw1e9gyobpihtj206305uaar.jpg
03-21 22:17,5091030259,只道寻常许,0,呵呵，妈卖批,https://tvax2.sinaimg.cn/crop.0.0.996.996.180/005yxrxhly8fenr6gjcnjj30ro0rowfe.jpg
03-21 22:17,1430700003,壳里麻嚓,0,"热泪盈眶,态度诚恳.但是听口音不是陕西人啊......而且成都地铁市场你也拿下了,这还欠四川人民一个道歉啊.",https://tva2.sinaimg.cn/crop.0.0.720.720.180/5546bfe3jw8erwvoxpajej20k00k042e.jpg
03-21 22:16,3448588352,不为以然,0,罚三杯,https://tva4.sinaimg.cn/crop.0.0.720.720.180/cd8d4840jw8en116akodaj20k00k0js1.jpg
03-21 22:16,5255791370,四川愉康环保检测,0,回复<a href='https://m.weibo.cn/n/活的像个诗人'>@活的像个诗人</a>:这种事情，后期还会有大批人跟着倒霉的，还会有后续处理的，别着急！,https://tva3.sinaimg.cn/crop.0.0.1328.1328.180/005JGLqyjw8fcc5hiflk1j310w10wn01.jpg
03-21 22:16,1223992833,在水一方的Scorpio,1,道歉有用的话 要法律干嘛！,https://tva4.sinaimg.cn/crop.0.0.180.180.180/48f4a601jw1e8qgp5bmzyj2050050aa8.jpg
03-21 22:16,2399086561,天府客栈,0,回复<a href='https://m.weibo.cn/n/阿木西啊'>@阿木西啊</a>:不过这句话在我的心里，没有说出来而已,https://tva3.sinaimg.cn/crop.0.0.480.480.180/8eff27e1jw8ei7uxweiqij20dc0dct9a.jpg
03-21 22:16,2409440350,可爱滚滚熊猫,0,一看跪地就想到棒子,https://tva2.sinaimg.cn/crop.0.0.664.664.180/8f9d245ejw8f9o9dpvqjwj20ig0igdhh.jpg
03-21 22:16,2902106795,绝境求生手册,0,整个交易链条，一查，就是一大串！公共安全，如何让民众放心？！,https://tva2.sinaimg.cn/crop.0.0.180.180.180/acfaa2abjw1e8qgp5bmzyj2050050aa8.jpg
03-21 22:16,2687595095,哈喽倩宝,12,回复<a href='https://m.weibo.cn/n/杨卫荣SX'>@杨卫荣SX</a>:地铁这种施工果断需要招标来的，标书上各种数字指标都要写的清清楚楚的，下来验收过程中发现不合格的才是供应商的责任，这都这么久了才有人举报，可见这都是串通好的，肯定有人从中间谋利了，他肯定要负责但主要的人还是没出来，背了所有的锅,https://tva2.sinaimg.cn/crop.0.10.1125.1125.180/a0317257jw8f7mn5fmpxuj20v90vugno.jpg
03-21 22:16,6005612347,历史菌博主,2,真出了事故跪下有毛用啊？,https://tvax4.sinaimg.cn/crop.0.0.1242.1242.180/006yqW7hly8fdol20bzryj30yi0yimz1.jpg
03-21 22:16,1646035265,结綀呐慯,60,西安市副市长说:兄弟，你好好在里面改造吧！以后你孩子就是我孩子，你父母就是我父母，你老婆就是我老婆。,https://tva3.sinaimg.cn/crop.0.1.640.640.180/621c8141jw8evdly2ahxjj20hs0hu754.jpg
03-21 22:16,2792293402,两俩两,0,被逼的好像,https://tva2.sinaimg.cn/crop.0.4.640.640.180/a66f041ajw8f528s6xwk9j20hs0i10t8.jpg
03-21 22:15,1267604891,如来者不如不来,0,在照着稿子念吗？,https://tva2.sinaimg.cn/crop.0.0.1242.1242.180/4b8e1d9bjw8f8jtc0rwdaj20yi0yiju7.jpg
03-21 22:15,6005612347,历史菌博主,0,回复<a href='https://m.weibo.cn/n/活的像个诗人'>@活的像个诗人</a>:服,https://tvax4.sinaimg.cn/crop.0.0.1242.1242.180/006yqW7hly8fdol20bzryj30yi0yimz1.jpg
03-21 22:15,1092442384,鹭岛一村,4,"回复<a href='https://m.weibo.cn/n/黄金米菲'>@黄金米菲</a>:那你的国是哪个国呀，可否告诉我们一下，我们好加入你的国<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-ce63ce2629.png"" style=""width:1em;height:1em;""></span>",https://tva3.sinaimg.cn/crop.0.0.996.996.180/411d5910jw8f6bdzwc0x7j20ro0rotc1.jpg
03-21 22:15,2758857041,搬砖家怎么,0,你的产品有问题不可怕，可怕的是采购的人也有问题,https://tva4.sinaimg.cn/crop.0.0.1328.1328.180/a470d151jw8f6vb2dohp0j210w10wadn.jpg
03-21 22:15,5255791370,四川愉康环保检测,7,回复<a href='https://m.weibo.cn/n/黄金米菲'>@黄金米菲</a>:图片评论 ,https://tva3.sinaimg.cn/crop.0.0.1328.1328.180/005JGLqyjw8fcc5hiflk1j310w10wn01.jpg
03-21 22:15,2962421687,北方白芝麻糊了,0,"道歉有用的话还要法律干什么<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;""></span>",https://tva3.sinaimg.cn/crop.0.7.750.750.180/b092f7b7jw8f9rjpdnmioj20ku0l8gna.jpg
03-21 22:14,2945171133,恶魔呀hiahiahia,0,不知道为啥，我没看到评论的时候就想说背锅的23333,https://tvax4.sinaimg.cn/crop.0.0.996.996.180/af8bbebdly8fdi0zppm7cj20ro0romyd.jpg
03-21 22:14,2773983590,柠檬酸奶跳跳糖,0,背锅,https://tvax1.sinaimg.cn/crop.0.0.1328.1328.180/a557a166ly8ffeg5yqixij210w10wq6p.jpg
03-21 22:14,2199214754,维修工视界,0,死不足惜,https://tva2.sinaimg.cn/crop.0.0.1080.1080.180/83155aa2jw8eu0acty27wj20u00u0jua.jpg
03-21 22:14,2370067031,kongxincai3558,0,哈哈跪要管用早就解决了,https://tva2.sinaimg.cn/crop.0.0.1536.1536.180/8d445a57jw8ezq5exn32mj216o16ogqf.jpg
03-21 22:14,2665013701,京城果园,0,应该判刑才对吧！,https://tva2.sinaimg.cn/crop.0.0.180.180.180/9ed8e1c5jw1e8qgp5bmzyj2050050aa8.jpg
03-21 22:14,6018247437,柴窗外的烟花,0,虽然他一个人背了一大锅。但这种向人民谢罪的行为尚属首次吧，这也是一个社会真正走向文明的开始，当然，背后的法律的力量是关键的，他能让人清醒犯罪是不可取的。官方常宣传道德，宣传道德会让善良的人更善良，让邪恶的人更邪恶，是对善良的人犯罪。我们的社会需要彰显法律的正义，社会才更能进步。,https://tvax4.sinaimg.cn/crop.0.0.996.996.180/006zhX53ly8fe57m54cbej30ro0rptbs.jpg
03-21 22:14,3115151541,瀏陽鄧先生,3,"回复<a href='https://m.weibo.cn/n/suv电动尾门'>@suv电动尾门</a>:民主就不会出现这种事了？你连专制和专政都没搞清楚，犬什么犬？民主了还不都是中国人来当这个官？难道还能换个人吗？只要其中的利益还在这个东西就不能避免…唯一能解决的就是从制度上解决这个问题…新加坡专制国家也是亚洲最廉政的国家怎么说？印度民主国家亚洲贪腐最大的国家又怎么说<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;""></span>",https://tva1.sinaimg.cn/crop.0.0.640.640.180/b9ad70b5jw8f0eik5nk8ej20hs0hs74w.jpg
03-21 22:13,5869442208,咸奶茶6,0,之前西安地铁的解释呢？？？非得藏不住了就找人背黑锅……,https://tva4.sinaimg.cn/crop.0.0.1002.1002.180/006pdA2Ijw8f30m0x559zj30ru0rvq51.jpg
03-21 22:13,5878695574,天上白玉京82840,0,本性嘛，公知最爱说的一句话，人不能和人性做对，商人的人性就是唯利是图。商人为了利益犯一点错误，这是上帝都会原谅的何必惺惺作态，让人看不起。。,https://tva4.sinaimg.cn/crop.232.0.527.527.180/006pQpgyjw8f1wrfco5lnj30qe0hjgo0.jpg
03-21 22:13,1042078750,_Tian-M,10,回复<a href='https://m.weibo.cn/n/黄金米菲'>@黄金米菲</a>:图片评论 ,https://tva2.sinaimg.cn/crop.0.0.511.511.180/3e1cdc1ejw8fciudksgj3j20e80e7t93.jpg
03-21 22:12,3977864223,校园恶霸王叉叉,0,呵呵，没有官员出来负责？呵呵,https://tva2.sinaimg.cn/crop.0.0.720.720.180/ed19641fjw8est7pjmjogj20k00k074v.jpg
03-21 22:12,2813694095,prometheus_16,0,<a href='https://m.weibo.cn/n/老怪Closer'>@老怪Closer</a>,https://tva2.sinaimg.cn/crop.0.6.750.750.180/a7b5908fjw8fa2f9eladnj20ku0l60vl.jpg
03-21 22:12,3597216094,Snorphanee,7,回复<a href='https://m.weibo.cn/n/菊褶子'>@菊褶子</a>:优越感谈不上，不过这种嘴上张口你国闭口你国的，绝大多数还真就是中国国籍，不过我们也真不把他当国人看，权当中国强大了，全世界都会说中国话[大雾,https://tvax3.sinaimg.cn/crop.0.0.511.511.180/d669295ely8ff1ny75bvbj20e80e7aah.jpg
03-21 22:12,3166241814,秋冷1986,0,放在韩国日本恐怕早跳楼谢罪了,https://tvax3.sinaimg.cn/default/images/default_avatar_female_180.gif
03-21 22:12,1762705595,摄影大师未遂duang,0,"这个锅我背<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-dcf7d5d0d6.png"" style=""width:1em;height:1em;""></span>",https://tva2.sinaimg.cn/crop.0.0.996.996.180/6910c0bbjw8ey7x2ly70pj20ro0roacn.jpg
03-21 22:12,1170178550,画间一湖酒,7,回复<a href='https://m.weibo.cn/n/黄金米菲'>@黄金米菲</a>:嗯，我们的国，请你走开！,https://tva2.sinaimg.cn/crop.0.0.180.180.180/45bf81f6jw1e8qgp5bmzyj2050050aa8.jpg
03-21 22:12,2651768523,中医能见度,0,我西安怎么就怎么就渐渐地渐渐地被成都被武汉远远地超越了！,https://tva1.sinaimg.cn/crop.0.0.180.180.180/9e0ec6cbjw1e8qgp5bmzyj2050050aa8.jpg
03-21 22:12,2131597744,logx123,0,回复<a href='https://m.weibo.cn/n/suv电动尾门'>@suv电动尾门</a>:你以为你美爹很透明？,https://tva3.sinaimg.cn/crop.0.0.1010.1010.180/7f0d99b0jw8f35vuhsjjcj20s20s2wfx.jpg
03-21 22:11,2399086561,天府客栈,0,这是在玩命，知道不？为什么中国人为了赚钱总是不管别人死活，每天吃的用的都不放心，病了医生除了说一句什么病，也不会多给你说一句怎么注意身体，社会太冷漠了,https://tva3.sinaimg.cn/crop.0.0.480.480.180/8eff27e1jw8ei7uxweiqij20dc0dct9a.jpg
03-21 22:11,5261093492,gogogogogogogo7,0,是该道歉，但是不够,https://tva4.sinaimg.cn/crop.0.53.516.516.180/005K30KEjw8ew5cric0zij30f80nhdhf.jpg
03-21 22:11,5869442208,咸奶茶6,5,回复<a href='https://m.weibo.cn/n/黄金米菲'>@黄金米菲</a>:记住，这不是国籍问题，,https://tva4.sinaimg.cn/crop.0.0.1002.1002.180/006pdA2Ijw8f30m0x559zj30ru0rvq51.jpg
03-21 22:11,1702974772,宁昕同学,0,从项目立项审批再到招投标原材料选购猫腻应该不少吧,https://tva3.sinaimg.cn/crop.216.12.864.864.180/65815534tw1e8v26q78obj21400p0tfj.jpg
03-21 22:11,2651667932,一起乐极吧没有生悲,0,<a href='https://m.weibo.cn/n/输球就回家写作业'>@输球就回家写作业</a>,https://tva4.sinaimg.cn/crop.0.5.750.750.180/9e0d3ddcjw8fbxie1g3ibj20ku0l5dic.jpg
03-21 22:11,6115248076,占俊律师,4,该电缆公司及法定代表人涉嫌生产、销售伪劣产品罪。依法律规定，销售金额超过二百万的，最高可以判处无期徒刑，并处罚金。,https://tva4.sinaimg.cn/crop.0.0.750.750.180/006FQXnujw8fc2parvdikj30ku0kuaaq.jpg
03-21 22:11,1890439613,FelixMiss,0,其他相关部门有没有责任吗,https://tva3.sinaimg.cn/crop.0.0.639.639.180/70add1bdjw8ey33xlxt51j20hs0hrdgw.jpg
03-21 22:11,2563568994,bzzsdy,0,总要有人出来背锅嘛,https://tva3.sinaimg.cn/crop.0.0.180.180.180/98ccf562jw1e8qgp5bmzyj2050050aa8.jpg
03-21 22:11,2270433513,within三国,0,有几个人参与过市政招标？,https://tva2.sinaimg.cn/crop.85.0.393.393.180/875410e9tw1ejklc9055lj20f70b075v.jpg
03-21 22:11,1425292591,xiaofran,0,哥们，你辛苦了,https://tva2.sinaimg.cn/crop.0.0.512.512.180/54f43d2fjw8f7456ey643j20e80e874r.jpg
03-21 22:11,2023671217,Eric_Zhao_醉舞下山去,0,背锅,https://tva2.sinaimg.cn/crop.0.0.180.180.180/789ec5b1jw1e8qgp5bmzyj2050050aa8.jpg
03-21 22:11,3198829915,易_道_天_予,1,回复<a href='https://m.weibo.cn/n/活的像个诗人'>@活的像个诗人</a>:虽说这件事背后“权”是关键，但这不完全是背锅，毕竟事件由其公司而起……,https://tva4.sinaimg.cn/crop.0.0.996.996.180/beaa455bjw8fcp4aua7ycj20ro0rp0v1.jpg
03-21 22:11,1352129811,比凹凸还慢,0,保护背后的高层，不然以他的能力，一年的公司能连续中标这么多国家项目吗？,https://tva1.sinaimg.cn/crop.0.0.640.640.180/5097dd13jw8erln38frkxj20hs0hst8r.jpg
03-21 22:10,3177245700,叫我鹿波比1094,0,唉...这人头发都白了...看起来好心酸,https://tvax2.sinaimg.cn/crop.0.9.493.493.180/bd60ec04ly8fforhvor3cj20dp0e8gmg.jpg
03-21 22:10,1244993090,吾立人群,0,工程监督部门也是有责任的，，,https://tva3.sinaimg.cn/crop.0.0.180.180.180/4a351642jw1e8qgp5bmzyj2050050aa8.jpg
03-21 22:10,2947326171,一味种花,0,"几百亿的地铁工程进行发包 这家公司才中标四千万 确实背景一般 才被拉出来搞臭 突然感觉老板有点可怜<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_beishang-c20969286b.png"" style=""width:1em;height:1em;""></span>",https://tvax4.sinaimg.cn/crop.0.0.749.749.180/afaca0dbly8fd34f1jbd7j20ku0ktjsd.jpg
03-21 22:10,1494736933,三低蠢民,0,没关系！通报批评，责令整改！实在不行就诫勉谈话，再不行就警告一下，换个地方做官。治病救人，党的政策！,https://tva4.sinaimg.cn/crop.1.0.638.638.180/5917e025jw8ebwcq1h8uoj20hs0hqwfh.jpg
03-21 22:10,1929195214,郑友猛,0,吴秀波怎么来了,https://tva2.sinaimg.cn/crop.13.0.723.723.180/72fd2ecejw8fb6g3t4tzyj20ku0k3gm1.jpg
03-21 22:10,2103264065,哞哞YLK,0,还有验收的人呢 还有质量监督的人呢  一个人背锅说不过去,https://tva1.sinaimg.cn/crop.0.0.180.180.180/7d5d4341jw1e8qgp5bmzyj2050050aa8.jpg
03-21 22:10,2732722995,长得白,0,我们国家有太多的这种商人,https://tva4.sinaimg.cn/crop.0.0.996.996.180/a2e20b33jw8fao4ozoa95j20ro0rpq6w.jpg
03-21 22:09,5493861875,咳咳咳新呐_KinSin_Li,0,"不相信此事和政府领导一点关系都没有<span class=""url-icon""><img src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png"" style=""width:1em;height:1em;""></span>",https://tvax4.sinaimg.cn/crop.0.0.996.996.180/005ZNGrply8fe9sipb93nj30ro0ron0q.jpg
