受理意见,咨询主题,咨询人,咨询内容,咨询日期,处理单位,处理状态
您好！你在12345投诉平台咨询“申报中级职称继续教育问题”收悉，现答复如下：根据《广东省专业技术人员继续教育条例》第二十六条规定，用人单位、施教机构应当按照规定将专业技术人员接受继续教育的情况真实、准确地载入个人专业技术档案和继续教育证书。人力资源和社会保障主管部门和有关行政部门可以对继续教育证书及其登记内容的真实性进行核查。你2016年07月19日在广东省专业技术人员继续教育管理系统个人账户上申报的2013—2015年连续三年由广东省专业技术培训中心开展公需科目、专业科目、个人选修科目学时申报记录，经查，广东省专业技术培训中心在不开展正常培训，高价贩卖继续教育学习证明，用你们个人的账户申报，不在其施教机构账户申报，逃避监管，（不是施教机构系统管理员是进不了系统的是申报不了学时），还欺骗专技人员说我们珠海不承认他们那边的培训记录，这是严重违反《广东省专业技术人员继续教育》规定。各级人社部门现正在规范施教机构申报学时工作，请大家不要上档受骗，按照《广东省专业技术人员继续教育条例》办。您的问题我们已有专人电话联系您，感谢您对我们工作的关注和支持。,申报中级职称继续教育问题,刘*****,今年申报中级职称，我是在广州的某培训机构学习，在广东省专业技术人员继续教育管理系统里送审资料，被告知需培训单位送审，我联系培训单位，但他那边说珠海人社局不承认广州那边的培训机构，他们也不能送审。人社局《关于做好2016年度我市职称评审工作的通知》也没有详细说明，现在怎么处理。,2016-07-22 08:14:13,市人力资源和社会保障局,办结
您好，您的问题我们将有专人电话联系您，感谢您对我们工作的关注和支持。,关于档案改派,区*****,您好！我是应届生，现在珠海工作，档案已派到珠海，但我不想辞职，没有离职证明，档案怎样才能改派回生源地（广州）？,2016-07-21 17:26:30,市人力资源和社会保障局,办结
尊敬的市民，您好！目前只有父母其中一方为本市户籍人员的才能为未出生小孩以母亲名义参加本市未成年人医疗保险。如您夫妻双方均不是本市户籍人员的，则无法办理以上业务。感谢您对我们工作的支持！,未成年人医保参保,李*****,我们夫妻双方均不是珠海户籍，但在珠海有居住证及持续多年购买五险一金的记录，可以为未出生的宝宝参保吗？,2016-07-21 09:54:47,市人力资源和社会保障局,办结
您好，您想报名经济师考试可以咨询人力资源鉴定考试院，龙先生：2263199，感谢您对我们工作的关注和支持。,哪个部门可以报名参加经济师考试,严*****,本人47岁，多年前已经是助理经济师。现欲报名经济师考试，请问哪个部门办理此事？谢谢,2016-07-20 16:03:09,市人力资源和社会保障局,办结
"尊敬的市民，您好！您已有单，单号111607205656301，该单已转部门跟进，为避免重复转办工单影响处理时效，因此此单不再重复转办，请您耐心等待。感谢您对我热线的支持和理解,谢谢。",尚德机构不给退学费！麻烦工商局帮忙！,林*****,（本人对工商局的处理不满意！！本人和机构没有相关退费的协议！尚德机构不给退费！无法协商！所以才请工商局帮忙！如果连工商局都帮不了，我还没找谁？？） 2016年5月20本人在（珠海市香洲区凤凰南路1030号18层1806）——尚德机构报了（会计就业直通班）的（网络授课）培训颗程。一共交了3582块钱！（报了名一直没有上课！）由于带孩子和工作还有其他学习考试忙，再加上听来其他人说尚德口碑不好。所以决意要退费。但是尚德机构不给退！怎么办？在此恳求工商局的帮助！拿回我的3582块钱！非常感谢！,2016-07-20 13:39:53,市工商局,办结
尊敬的市民，您好！您可根据个人户籍来进行区分。感谢您对我们工作的支持！,社保查询问题,陈*****,您好，请问怎样查询个人社保是属于珠海市还是香洲区或其他区域的。谢谢,2016-07-20 12:47:03,市人力资源和社会保障局,办结
尊敬的市民，您好！请问您在网上平台注册是是否有点击“卡验证方式”中的“社会保障（市民）卡”输入卡相关信息呢？只有您在注册时输入该信息后才能进入系统查询个人具体的参保信息。感谢您对我们工作的支持！,网上平台查询社保,冯*****,社保卡可以正常使用，为什么在网上平台了进去查不到社保缴费记录，朋友们都可以查到。。。,2016-07-20 12:27:29,市人力资源和社会保障局,办结
尊敬的市民，您好！根据规定：经济补偿按劳动者在本单位工作的年限，每满一年支付一个月工资的标准向劳动者支付。六个月以上不满一年的，按一年计算；不满六个月的，向劳动者支付半个月工资的经济补偿。劳动合同法第四十七条规定的经济补偿的月工资按照劳动者应得工资计算，包括计时工资或者计件工资以及奖金、津贴和补贴等货币性收入。感谢您对我们工作的支持！,关于解雇赔偿金的问题？,林*****,本人1994年至今一直在一家公司工作，2008年转珠海户口，现公司要解雇我，想了解一下公司的赔偿金问题，怎么赔法？出差的车费餐费电话费算入工资吗？,2016-07-19 23:01:26,市人力资源和社会保障局,办结
尊敬的市民，您好！如您为本市户籍人员，可以以个人身份参加本市职工养老保险与职工基本医疗保险。如您满足养老退休条件并且最后参保地为本市的，则退休待遇则按本市标准进行核发。感谢您对我们工作的支持！,个人社保,朱*****,您好！我是珠海市户口，但我在中山工作，一直在中山交社保，有8年了，我现在不想在中山买社保了，我可以在珠海自己购买个人社保吗？如果我现在在珠海买了社保，我以后退休工资是按珠海还是中山的标准发，谢谢！,2016-07-19 19:59:56,市人力资源和社会保障局,办结
尊敬的市民，您好！请问当时是否有签订相关协议？如有，请根据协议规定进行处理。如协议没有约定，因个人原因要求退款，需自行与商家协商处理，感谢您对我热线的支持与监督，谢谢！,尚德机构不给退学费怎么办？,林*****,2016年5月20本人在（珠海市香洲区凤凰南路1030号18层1806）——尚德机构报了（会计就业直通班）的（网络授课）培训颗程。一共交了3582块钱！（报了名一直没有上课！）由于带孩子和工作还有其他学习考试忙，再加上听来其他人说尚德口碑不好。所以决意要退费。但是尚德机构不给退！怎么办？在此恳求工商局的帮助！拿回我的3582块钱！非常感谢！,2016-07-19 16:07:54,市工商局,办结
尊敬的市民，您好！目前，珠海市的社保缴费基数为在职职工上个月的税前工资。感谢您对我们工作的支持！,珠海市社保缴费基数,郑*****,你好，请问目前珠海的社保缴费基数，是以参保人的上月税前工资作为社保缴费基数？还是以参保人的上年度月平均工资作为缴费基数，谢谢。,2016-07-19 15:38:16,市人力资源和社会保障局,办结
您好，您的问题我们将有专人电话联系您，办事指南可上珠海市社会保险基金管理中心网址上查询。感谢您对我们工作的关注和支持。,未成年人白血病异地治疗的一些问题,郑*****,9岁读四年级的儿子，是办理了未成年人医保的，目前患白血病在广州治疗，住院费用目前也在珠海报销。想问，住院报销中的自费部分，能否再次报销？之后的异地门诊费用，要怎样报销？需要什么手续？另外还有哪些费用可以报销或者补助？能否专人回答并发一份指南到我邮箱，万分感谢。,2016-07-19 15:37:01,市人力资源和社会保障局,办结
尊敬的市民，您好！请问当时是否有签订相关协议？如有，请根据协议规定进行处理。如协议没有约定，因个人原因要求退款，需自行与商家协商处理，感谢您对我热线的支持与监督，谢谢！,尚德机构不给退学费怎么办？,林*****,2016年5月20在尚德机构报了（会计就业直通班）的（网络授课）培训班。一共交了3582块钱！（一直没有在网上上过课！）由于带孩子和工作还有其他学习考试忙，再加上听来其他人说尚德口碑不好。所以决定退费。但是尚德机构不给退！怎么办？在此恳求工商局的帮助！拿回我的3582块钱！非常感谢！,2016-07-19 09:59:04,市工商局,办结
